Table 1
OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
173119,3.9061E+11,3.9061E+11,39,61,22500,3,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,500.787686,0,500.787686,437.74194,727,371,317,0.417,14,0.044164038,99,0.312302839,204,0.643533123,458,106,174,178,0.231441048,553,14,112,101,314,12,14,13,101,96,12,19,199,99,170,175,208,0.307414105,0.84753131,1.660795856,1.263301387,0.031982314,0.255858509,0.230729548,0.717317605,0.027413412,0.031982314,0.029697863,0.230729548,0.219307293,0.027413412,0.043404568,0.454605743,0.226160646,2.110832697,0,1.744479495,0.703039747,0.703039747,0.803308501,0.803308501,0.76746184,0.534561778,0.557463068,0.503716026,0.8640625,0.90603363,0.828209765,0.842155809,12.4329199,0,0.889318526,11.54360137,51.13991561,0,5.111946782,0,56.2314146,10.22389356,828.81,0,0,4,5.111946782,0.005502063,76400,57360,28325,9684,0.000867693,0.624892648,0.000828023,0.65252261,0.000537757,0.101641333,0.00037156,0.061631674,18,19,10,13,13.83333333,5729.888091,2026659.088
173120,3.9061E+11,3.9061E+11,39,61,23701,3,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,101.2420591,0,101.2420591,101.2420591,802,306,306,0.532,18,0.058823529,170,0.555555556,118,0.385620915,492,93,168,231,0.18902439,452,166,22,6,247,11,166,22,6,38,11,119,90,0,137,156,159,0.303097345,3.02245927,7.921608935,4.464547679,1.639634767,0.217300993,0.059263907,2.439697515,0.108650497,1.639634767,0.217300993,0.059263907,0.375338079,0.108650497,1.175400827,0.888958609,0,7.487006949,0,1.477124183,0.616998119,0.616998119,0.793287582,0.7423466,0.706916861,0.64676335,0.716606509,0.488610871,0.720893142,0.957627119,1.088495575,0.915307161,22.57127989,0,0.004162635,22.56711725,179.1634836,0,6.32148344,0,158.037086,69.53631784,520.35,0,0,2.67,16.87836078,0.003329177,80169,56615,15742,8484,0.000910498,0.65572014,0.000817269,0.644047551,0.000298866,0.056488539,0.000325518,0.053994539,16,17,19,15,16.83333333,2936.218243,409720.6083
173121,3.9061E+11,3.9061E+11,39,61,23702,1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,105.4627742,0,105.4627742,105.4627742,1158,573,552,0.745,17,0.030797101,194,0.351449275,341,0.617753623,704,137,262,305,0.194602273,50,4,7,29,10,0,4,7,29,10,0,0,0,0,6,21,23,0.12,5.433196731,10.98017769,0.474100936,0.037928075,0.066374131,0.274978543,0.094820187,0,0.037928075,0.066374131,0.274978543,0.094820187,0,0,0,0,5.907297667,0,0.09057971,0.804405952,0.692877574,0.804405952,0.536270635,0.235356391,0.185682226,0.176794899,8.05224E-06,0.082781457,0.132625995,14.08,2.08655E-06,21.9879856,0,0,21.9879856,87.01003809,0,0,0,84.9588878,30.34245993,564.61,0,0,3.67,22.27136559,0.003169257,93785,62269,42548,18823,0.001065138,0.767088442,0.000898887,0.708366987,0.000807784,0.152679097,0.00072221,0.119794816,4,9,13,15,11.5,3243.356785,426801.8432
173122,3.9061E+11,3.9061E+11,39,61,23702,3,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,72.2947883,0,72.2947883,60.26966,497,233,233,0.678,8,0.034334764,49,0.210300429,176,0.755364807,342,78,119,145,0.228070175,33,0,24,2,7,0,0,0,2,7,0,0,0,24,9,7,17,0.272727273,3.865958428,8.246271839,0.547539176,0,0.39821031,0.033184193,0.116144674,0,0,0,0.033184193,0.116144674,0,0,0,0.39821031,4.413497604,0,0.141630901,0.664855066,0.453834186,0.664855066,0.351256782,0.335825511,0.220426033,0.239143734,0.000431847,0.124528302,0.176,10.36363636,8.57876E-05,20.63224687,0,0,20.63224687,91.50977761,0,0,0,97.37908037,26.55793101,154.23,0,0,2.33,20.62665975,0.004688129,81696,57291,15749,7794,0.00092784,0.668209813,0.000827027,0.651737671,0.000298999,0.056513657,0.000299044,0.049603187,6,5,13,20,12.83333333,2915.110296,292574.1028
173123,3.9061E+11,3.9061E+11,39,61,23800,2,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,367.4710585,0,367.4710585,367.17536,1757,836,768,0.561,69,0.08984375,422,0.549479167,277,0.360677083,789,200,318,271,0.253485425,208,75,19,20,94,0,75,19,20,8,0,68,18,0,61,69,78,0.293269231,2.276841235,4.785179485,0.566486814,0.204262072,0.051746392,0.054469886,0.256008464,0,0.204262072,0.051746392,0.054469886,0.021787954,0,0.185197612,0.049022897,0,2.843328049,0,0.270833333,0.844349815,0.727283344,0.845077636,0.728164666,0.476880079,0.513241308,0.560217698,0.44375326,0.211704835,0.417251755,3.793269231,0.061220742,14.7364823,4.423976395,2.811924235,7.500581668,26.13321452,3.483267513,8.708168782,1.741633756,17.41633756,6.966535026,387.58,0,0,3.67,6.391795886,0.002088788,73209,49957,45156,18547,0.000831452,0.598792747,0.000721157,0.568306695,0.000857298,0.162037635,0.00071162,0.118038275,9,17,7,17,12.33333333,7866.949595,1487137.356
173131,3.9061E+11,3.9061E+11,39,61,23902,4,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,281.8985988,0.4378612,281.4607376,270.22612,1271,389,389,0.537,0,0,28,0.071979434,361,0.928020566,536,97,109,330,0.180970149,653,57,61,177,284,74,57,61,177,168,74,5,111,0,164,202,287,0.251148545,1.439535157,4.70346834,2.416494749,0.210934457,0.225736875,0.655006999,1.050971683,0.273844734,0.210934457,0.225736875,0.655006999,0.621701559,0.273844734,0.018503023,0.410767101,0,3.856029906,0,1.678663239,0.868027392,0.868027392,0.885307806,0.828457742,0.857365747,0.7290129,0.766669447,0.501872143,0.678794179,0.901597981,0.820826953,0.835961226,17.28598102,4.741271476,0.003927328,12.54078222,66.72618057,9.095407131,2.273851783,0,77.31096062,13.6431107,622.28,0,0,2,4.547703566,0.001573564,90349,60300,9098,3595,0.001026115,0.738984631,0.000870464,0.685967806,0.000172728,0.032647232,0.000137935,0.022879581,20,20,11,15,15.33333333,5861.562191,1140828.407
173132,3.9061E+11,3.9061E+11,39,61,24001,1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,203.7601426,0,203.7601426,203.7601426,947,326,314,0.535,0,0,49,0.156050955,265,0.843949045,504,107,128,269,0.212301587,199,30,86,8,75,0,30,1,8,12,0,63,0,85,44,63,92,0.221105528,1.599920357,4.647621404,0.9766385,0.147231935,0.422064879,0.039261849,0.368079837,0,0.147231935,0.004907731,0.039261849,0.058892774,0,0.309187063,0,0.417157148,2.576558856,0,0.633757962,0.82578244,0.711290278,0.746674842,0.643375489,0.690850785,0.600993989,0.660227167,0.941920592,0.347294939,0.566145092,2.532663317,0.215959732,17.07009753,4.912359895,1.869639403,10.28809824,37.70708001,6.281895878,12.56379176,0,34.55042733,6.281895878,-99999,0,0,2,6.281895878,0.002111932,90075,60864,-99999,-99999,0.001023003,0.736743524,0.000878605,0.692383823,-99999,-99999,-99999,-99999,16,13,8,1,7.833333333,5606.965614,824606.282
173137,3.9061E+11,3.9061E+11,39,61,20401,4,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,831.8055641,0,831.8055641,814.41294,1919,917,765,0.507,35,0.045751634,205,0.267973856,525,0.68627451,877,210,265,402,0.23945268,769,12,93,293,233,138,12,0,293,38,138,181,14,93,180,184,405,0.234070221,1.125964428,2.356298514,0.944238435,0.01473454,0.114192685,0.35976835,0.286095651,0.169447209,0.01473454,0,0.35976835,0.046659377,0.169447209,0.222245978,0.017190297,0.114192685,2.070202863,0,1.005228758,0.843836494,0.843836494,0.800832513,0.749407033,0.766824842,0.716173517,0.741974331,0.663012271,0.572172619,0.934386391,1.140442133,0.868973949,10.3317799,0,0.777907747,9.553872154,46.69783622,0,3.077642313,1.538821156,57.70579336,4.616463469,-99999,0,0,4.33,3.331547803,0.002256384,27241,28159,-99999,-99999,0.000309382,0.222810217,0.000406491,0.320334452,-99999,-99999,-99999,-99999,18,17,9,1,9.166666667,12551.64055,3366273.152
173527,3.9061E+11,3.9061E+11,39,61,26600,3,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,261.1459053,27.1493712,233.9965341,206.4451,523,253,210,0.648,6,0.028571429,91,0.433333333,113,0.538095238,338,67,100,171,0.198224852,799,36,29,401,160,173,36,29,401,95,173,50,15,0,181,284,334,0.226533166,1.225507411,2.53336117,3.870278345,0.174380501,0.140473181,1.942405027,0.77502445,0.837995186,0.174380501,0.140473181,1.942405027,0.460170767,0.837995186,0.24219514,0.072658542,0,5.095785756,0,3.804761905,0.782478691,0.782478691,0.739273283,0.69180083,0.842027324,0.735739173,0.733598826,0.433467915,0.791225416,0.594547054,0.423028786,0.56159675,18.08684077,0,4.655964485,13.43087628,100.3173833,0,35.5560822,10.94033298,57.43674816,27.35083246,30.85,0,0,5.67,15.507922,0.0108413,70649,47434,42747,9672,0.000802377,0.577853935,0.000684736,0.539605256,0.000811562,0.153393188,0.0003711,0.061555302,19,15,14,20,17,5843.09353,1056841.372
173528,3.9061E+11,3.9061E+11,39,61,4702,1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,2829.718035,278.5002325,2551.217803,1873.78356,750,369,290,0.668,53,0.182758621,85,0.293103448,152,0.524137931,436,118,155,163,0.270642202,4183,513,1144,1550,741,235,513,1144,1550,722,235,10,9,0,422,1311,2450,0.100884533,0.19692776,0.400259676,2.232381631,0.273777618,0.610529425,0.82720333,0.39545656,0.125414698,0.273777618,0.610529425,0.82720333,0.385316648,0.125414698,0.005336796,0.004803116,0,2.429309392,0,14.42413793,0.899791849,0.899791849,0.75667692,0.708086892,0.889815184,0.842700794,0.850516497,0.391675846,0.3040746,0.188785451,0.104231413,0.408293669,6.553448603,0.143018129,2.131947411,4.278483062,19.4908643,0.501721177,5.017211775,1.505163532,17.05852003,3.261187654,276.27,0,0,7.33,1.838808115,0.009773333,61512,42614,110439,48280,0.000698606,0.503120374,0.000615156,0.484773335,0.002096712,0.396298928,0.001852429,0.30726737,20,16,6,18,14,22399.83724,11451712.7
173595,3.9061E+11,3.9061E+11,39,61,4604,3,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,213.8489885,0,213.8489885,213.8489885,1800,878,858,0.533,85,0.099067599,363,0.423076923,410,0.477855478,907,191,316,400,0.210584344,57,0,9,6,42,0,0,9,6,5,0,2,35,0,22,22,13,0.385964912,4.105700972,8.417154613,0.266543229,0,0.042085773,0.028057182,0.196400274,0,0,0.042085773,0.028057182,0.023380985,0,0.009352394,0.163666895,0,4.372244202,0,0.066433566,0.685812883,0.468140122,0.720069178,0.557316285,0.202101472,0.220015899,0.239811563,0.002386252,0.061389338,0.118257261,15.9122807,3.33948E-07,14.68532497,0,1.899417455,12.78590752,58.87967995,0,17.95659651,0,47.88425735,14.96383042,1161.41,0,0,4,11.97106434,0.002222222,47512,39574,74389,33836,0.000539605,0.38861125,0.000571272,0.450190547,0.001412294,0.266937232,0.001298235,0.21534173,3,10,10,13,9.833333333,4447.473694,865433.2885
173749,3.9061E+11,3.9061E+11,39,61,1900,2,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,197.5868433,7.2126019,190.3742414,34.5768,862,460,404,0.854,44,0.108910891,177,0.438118812,183,0.452970297,375,84,79,212,0.224,5672,0,3311,79,534,1748,0,3311,79,471,1748,18,45,0,734,1731,3207,0.129407616,13.3037181,24.93001087,164.0406284,0,95.75784919,2.284768978,15.44388145,50.55412878,0,95.75784919,2.284768978,13.62185049,50.55412878,0.520580273,1.301450684,0,177.3443465,0,14.03960396,0.691743798,0.595835676,0.557981807,0.480787349,0.708113465,0.501477454,0.552168307,0.384293139,0.263850627,0.124028444,0.066114245,0.393023546,27.79205782,0.020142069,8.052869803,19.71904595,143.498405,0,40.34159214,6.72359869,144.5573718,13.44719738,245.42,0,0,23.67,79.57379049,0.027459397,106188,61031,141080,85364,0.001206002,0.868535347,0.000881016,0.694283602,0.002678439,0.506250987,0.003275285,0.543280276,16,8,17,18,15.66666667,6608.148677,799623.7981
173849,3.9061E+11,3.9061E+11,39,61,21302,3,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,669.3402793,0,669.3402793,669.34028,1331,488,488,0.631,17,0.034836066,92,0.18852459,379,0.776639344,679,154,146,379,0.226804124,35,0,6,6,23,0,0,6,6,23,0,0,0,0,4,15,16,0.114285714,0.729076099,1.988525179,0.052290294,0,0.00896405,0.00896405,0.034362193,0,0,0.00896405,0.00896405,0.034362193,0,0,0,0,0.781366393,0,0.071721311,0.801522895,0.547124493,0.801522895,0.423461244,0.219672674,0.219860914,0.236407895,0.00197979,0.05124451,0.098039216,19.4,1.0209E-08,5.420273273,0,1.411050651,4.009222622,14.02981457,0,6.693157634,0,11.47398452,1.912330753,-99999,0,0,-99999,-99999,-99999,23264,24860,-99999,-99999,0.000264215,0.190281447,0.000358868,0.282805301,-99999,-99999,-99999,-99999,3,6,6,1,3.833333333,9412.971505,2708783.083
173876,3.9061E+11,3.9061E+11,39,61,20403,2,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,4632.677255,396.3980671,4236.279188,3216.85853,598,279,279,0.719,0,0,65,0.23297491,214,0.76702509,365,94,99,172,0.257534247,214,22,0,175,17,0,22,0,175,17,0,0,0,0,12,23,179,0.056074766,0.086730578,0.185895648,0.066524529,0.00683897,0,0.0544009,0.005284659,0,0.00683897,0,0.0544009,0.005284659,0,0,0,0,0.153255108,0,0.76702509,0.545776722,0.372550571,0.545776722,0.288345213,0.68145807,0.530194526,0.45446446,0.285087369,0.527093596,0.739205527,1.705607477,0.493808506,3.047105169,0.106747854,1.954816974,0.985540341,1.410747435,0,1.057531811,0,1.057531811,0,-99999,0,0,-99999,-99999,-99999,24284,24981,-99999,-99999,0.000275799,0.198624255,0.000360614,0.284181787,-99999,-99999,-99999,-99999,16,3,2,1,4.166666667,23630.96337,18748191.6
173877,3.9061E+11,3.9061E+11,39,61,20504,1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,382.1878403,0,382.1878403,314.41622,1417,523,508,0.603,0,0,143,0.281496063,365,0.718503937,716,138,203,375,0.19273743,17,0,0,10,7,0,0,0,10,7,0,0,0,0,6,3,8,0.352941176,1.66340019,4.50676495,0.054068457,0,0,0.031804975,0.022263482,0,0,0,0.031804975,0.022263482,0,0,0,0,1.717468647,0,0.033464567,0.977417818,0.420950941,0.977417818,0.325805939,0.150063409,0.101516652,0.099122447,1.56485E-10,0.023709902,0.04638472,42.11764706,0,7.23806133,0,2.73781025,4.50025108,25.68454295,0,16.74569237,6.698276947,6.698276947,3.349138473,-99999,0,0,-99999,-99999,-99999,66945,59048,-99999,-99999,0.00076031,0.547558093,0.00085239,0.671725158,-99999,-99999,-99999,-99999,2,4,7,1,3.666666667,5744.513479,1546693.092
173878,3.9061E+11,3.9061E+11,39,61,20504,2,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,1109.887209,0,1109.887209,990.69374,1637,541,494,0.612,0,0,45,0.091093117,449,0.908906883,969,192,319,458,0.198142415,102,0,2,67,33,0,0,2,67,12,0,0,21,0,31,60,11,0.303921569,0.546081981,1.652377454,0.102958155,0,0.002018787,0.067629377,0.033309991,0,0,0.002018787,0.067629377,0.012112724,0,0,0.021197267,0,0.649040136,0,0.206477733,0.653781802,0.446275508,0.671084281,0.44738952,0.418823862,0.29819728,0.275913639,0.025415426,0.117308798,0.19047619,9.5,0.000203468,5.884294555,0,1.802606752,4.081687802,21.72934313,0,6.919622045,0.57663517,21.3355013,2.306540682,-99999,0,0,-99999,-99999,-99999,69031,62852,-99999,-99999,0.000784001,0.564619952,0.000907303,0.714999147,-99999,-99999,-99999,-99999,8,7,7,1,5.166666667,10039.98716,4491647.979
173879,3.9061E+11,3.9061E+11,39,61,20505,2,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,339.819333,0,339.819333,326.7141,1729,683,650,0.652,40,0.061538462,126,0.193846154,484,0.744615385,964,210,380,374,0.217842324,753,65,9,10,266,403,65,9,10,58,403,8,200,0,331,308,114,0.439575033,2.090512776,5.29208871,2.304767379,0.198950703,0.02754702,0.030607801,0.814167494,1.233494361,0.198950703,0.02754702,0.030607801,0.177525243,1.233494361,0.02448624,0.61215601,0,4.395280155,0,1.158461538,0.636190549,0.636190549,0.644528801,0.603140368,0.692051164,0.645948834,0.716474677,0.479172693,0.606768735,0.877111241,1.280212483,0.755623167,19.5926961,2.459048043,2.353657685,14.77999037,126.2317821,5.650061116,18.83353705,9.416768527,122.4179909,22.60024447,1079.6,0,0,7,13.18347594,0.004048583,61148,55478,23882,9060,0.000694472,0.500143136,0.000800855,0.631113133,0.000453406,0.085698087,0.000347618,0.057660364,16,12,16,13,14.33333333,5222.607898,1375229.225
173880,3.9061E+11,3.9061E+11,39,61,20505,3,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,171.245242,0,171.245242,171.245242,1565,638,573,0.575,0,0,203,0.354275742,370,0.645724258,866,221,350,295,0.255196305,30,0,3,0,25,2,0,3,0,25,2,0,0,0,19,7,4,0.633333333,3.725650959,9.138940047,0.175187349,0,0.017518735,0,0.145989458,0.011679157,0,0.017518735,0,0.145989458,0.011679157,0,0,0,3.900838308,0,0.052356021,0.512218756,0.349643696,0.512218756,0.27061584,0.162864871,0.231871366,0.258138392,0.001940465,0.037617555,0.066964286,28.86666667,7.9E-13,16.01801072,0,2.599495955,13.41851476,58.56770023,0,7.47466023,3.737330115,41.11063127,22.42398069,-99999,0,0,-99999,-99999,-99999,66021,60212,-99999,-99999,0.000749816,0.540000491,0.000869193,0.684966725,-99999,-99999,-99999,-99999,2,3,10,1,4.5,3352.285971,693019.9064
173881,3.9061E+11,3.9061E+11,39,61,20601,1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,916.1704461,0,916.1704461,916.1704461,1739,605,605,0.625,0,0,73,0.120661157,532,0.879338843,860,194,228,438,0.225581395,73,7,0,32,28,6,7,0,32,17,6,0,11,0,18,28,27,0.246575342,0.660357472,1.89811842,0.079679497,0.0076405,0,0.034927999,0.030561999,0.006549,0.0076405,0,0.034927999,0.018555499,0.006549,0,0.012006499,0,0.740036969,0,0.120661157,0.836232846,0.720291768,0.879968475,0.681074508,0.289810996,0.34573846,0.35882186,0.019223209,0.080573951,0.156484459,11.78082192,2.07945E-05,7.040988877,0.706437378,3.879662176,2.454889323,13.04560745,0,12.57407947,0.698559971,4.889919795,0.698559971,-99999,0,0,-99999,-99999,-99999,50672,46518,-99999,-99999,0.000575494,0.414457595,0.000671513,0.529184916,-99999,-99999,-99999,-99999,5,15,5,1,5.333333333,10963.83119,3707692.591
173887,3.9061E+11,3.9061E+11,39,61,20707,3,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,398.5666167,0,398.5666167,398.5666167,1554,599,599,0.589,40,0.066777963,104,0.173622705,455,0.759599332,944,219,221,504,0.231991525,37,2,0,6,29,0,2,0,6,29,0,0,0,0,6,12,19,0.162162162,1.502885528,3.898971803,0.092832662,0.005017982,0,0.015053945,0.072760735,0,0.005017982,0,0.015053945,0.072760735,0,0,0,0,1.59571819,0,0.061769616,0.585887349,0.399930334,0.585887349,0.309536492,0.187092321,0.229922915,0.249009302,0.002740879,0.046511628,0.075433231,25.51351351,2.259E-11,12.12848117,2.218902397,2.050906956,7.858671822,22.49019267,1.605754153,6.423016612,0,22.48055814,3.211508306,-99999,0,0,-99999,-99999,-99999,60047,55195,-99999,-99999,0.000681968,0.491137812,0.00079677,0.627893749,-99999,-99999,-99999,-99999,3,4,7,1,3.833333333,5629.38837,1612975.612
173888,3.9061E+11,3.9061E+11,39,61,20741,2,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,132.6897348,0,132.6897348,132.6897348,896,666,606,0.666,22,0.03630363,436,0.719471947,148,0.244224422,611,152,255,204,0.248772504,1346,267,425,3,329,322,267,425,3,218,322,0,111,0,730,445,171,0.542347697,5.019227757,6.7525947,10.14396481,2.01221293,3.202960656,0.022609134,2.479468367,2.42671372,2.01221293,3.202960656,0.022609134,1.642930407,2.42671372,0,0.83653796,0,15.16319256,0,2.221122112,0.860566239,0.860566239,0.860208868,0.741202555,0.878748404,0.799007608,0.888702297,0.455506108,0.799286351,0.624425141,0.453937593,0.579226082,29.13105536,0,1.539502001,27.59155336,257.3462073,0,4.823281929,9.646563858,308.6900434,38.58625543,831.49,0,0,7,33.7629735,0.0078125,59923,54340,23825,18247,0.000680559,0.490123588,0.000784428,0.61816734,0.000452324,0.085493548,0.000700109,0.116128991,20,17,20,13,17.16666667,3566.822225,536988.4124
173889,3.9061E+11,3.9061E+11,39,61,20741,3,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,89.2848901,0,89.2848901,89.2848901,844,361,349,0.48,58,0.166189112,152,0.435530086,139,0.398280802,543,144,224,175,0.26519337,413,61,165,28,51,108,61,165,28,29,108,22,0,0,106,112,195,0.256658596,4.043237323,9.452887258,4.625642699,0.683206307,1.848017059,0.313602895,0.571205273,1.209611166,0.683206307,1.848017059,0.313602895,0.324802998,1.209611166,0.246402275,0,0,8.668880021,0,1.183381089,0.895060115,0.895060115,0.851102672,0.733356164,0.820636387,0.782492216,0.856635556,0.590314242,0.657120127,0.864016736,1.314769976,0.729956763,13.64502003,0,2.057034491,11.58798554,62.14713367,0,14.33613234,0,57.34452934,14.33613234,773.83,0,0,7,50.17646317,0.008293839,61327,55542,31600,23444,0.000696505,0.501607217,0.000801779,0.631841192,0.000599934,0.113393331,0.00089951,0.149204147,19,17,11,14,14.33333333,3213.586785,361331.3756
173890,3.9061E+11,3.9061E+11,39,61,20742,1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,79.7332396,0,79.7332396,79.7332396,738,323,284,0.539,7,0.024647887,115,0.404929577,162,0.570422535,378,94,176,108,0.248677249,9,9,0,0,0,0,9,0,0,0,0,0,0,0,5,4,0,0.555555556,4.051008107,9.255863724,0.112876387,0.112876387,0,0,0,0,0.112876387,0,0,0,0,0,0,0,4.163884494,0,0.031690141,0,0,0,0,0.197973554,0.126062007,0.140342658,3.82026E-07,0.024096386,0.046511628,42,0,17.53051342,0,1.911518543,15.61899488,99.03423014,0,32.10706116,0,80.26765289,24.08029587,-99999,0,0,-99999,-99999,-99999,62943,57483,-99999,-99999,0.000714858,0.514824842,0.000829799,0.653921847,-99999,-99999,-99999,-99999,3,1,14,1,5.666666667,2289.991646,322676.5101
173891,3.9061E+11,3.9061E+11,39,61,20742,2,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,91.6429654,0,91.6429654,91.6429654,537,232,203,0.549,7,0.034482759,61,0.300492611,135,0.665024631,389,103,167,119,0.264781491,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,1,2.53156365,5.859696897,0.021823825,0,0,0,0.021823825,0,0,0,0,0.021823825,0,0,0,0,2.553387475,0,0.009852217,0,0,0,0,0.07917185,0.069322158,0.077175163,1E-15,0.00742115,0.010230179,194.5,0,17.14646234,0,2.422987137,14.7234752,60.54801889,0,20.95087159,6.983623863,48.88536704,6.983623863,-99999,0,0,-99999,-99999,-99999,64097,58982,-99999,-99999,0.000727965,0.524263665,0.000851437,0.670974347,-99999,-99999,-99999,-99999,1,1,11,1,4.333333333,2506.132773,370873.6084
173892,3.9061E+11,3.9061E+11,39,61,20742,3,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,133.3882865,0,133.3882865,120.5265982,852,405,405,0.7,43,0.10617284,191,0.471604938,171,0.422222222,488,132,213,143,0.270491803,153,16,0,0,117,20,16,0,0,2,20,92,23,0,55,51,47,0.359477124,3.360254136,7.068979071,1.26942934,0.132750781,0,0,0.970740084,0.165938476,0.132750781,0,0,0.016593848,0.165938476,0.763316989,0.190829247,0,4.629683476,0,0.377777778,0.643750848,0.439428316,0.714225427,0.552793362,0.563591692,0.5937841,0.661049597,0.923711728,0.304477612,0.477379095,3.189542484,0.111967964,9.225517959,0,0.882402369,8.343115589,38.39857408,0,0,0,43.18220251,9.596045002,-99999,0,0,-99999,-99999,-99999,55996,51212,-99999,-99999,0.00063596,0.458003779,0.000739273,0.582583471,-99999,-99999,-99999,-99999,12,10,8,1,6.666666667,3579.705129,539814.8425
